datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2018-10-02 07:55:14-03"	UFPA	GEA	6096	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus			"Paulo Trindade"						04RER2017092201							"América do Sul"	Brasil	Pará	Altamira	Xingu	0	0	-52.2064018249512	-3.20333003997803	748499													
"2017-07-25 13:49:30-03"	SMITHSONIAN	US-ANIMALIA	198958	"Phractocephalus hemiliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemiliopterus										"H. Schultz"	1962					"South America"	Brazil	"Mato Grosso"		"Brazil: Mato-Grosso Co."	0	0										Unknown	1				"<a href=\"http://n2t.net/ark:/65665/3e4735177-d7d2-407e-a121-813a7d24d98b\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"	
"2016-05-09 16:28:25-03"	USP-RP	LIRP	10473	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch & Schneider, 1801)"	"William Ohara"	2013	08	16			TABAJARA04_20130704	"JGP Gestão Ambiental"	2013	07	04			"America do Sul"	Brasil	"Estado de Rondonia"	"Machadinho D'Oeste"	"Canal principal do Rio Macahdo (Vila Tabajara)"	-62.0591667	-8.9301389											1					
"2015-04-09 10:23:03-03"	USP-RP	LIRP	9040	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch & Schneider, 1801)"	"Fernando Apone"	2012	09	12			PACU1997		1997	02	15			"America do Sul"	Brasil	"Estado de Mato Grosso do Sul"	"Campo Grande"	"Piscicultura Projeto Pacu"	0	0	-54.6464004516602	-20.4428005218506	161190								3					
"2017-11-24 16:25:33-02"	PUCRS	MCP-PEIXES	000019760	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus									MWW94-26	R.E.Reis	1994	10	14				Brasil	Amazonas	Manaus	"Rio Amazonas a jusante de Manaus"	-58.7666664124	-3.2999999523										"Anzol e arrasto"	1				"Coleta durante a segunda expedicao do Projeto Calhamazon; Exemplar armazenado no tarro 17."	
"2018-08-03 15:26:37-03"	PUCRS	MCP-PEIXES	000027789	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus									FLG9401	"F.L.T. Garro"	1994	04	21				Brasil	Goiás	"São Miguel do Araguaia"	"Lagos do rio Araguaia, próximo à cidade de Luís Alves"	-50.5833333333	-13.2333333333										"rede, armadilha"	1				"Data de coleta: 21-26 Abril 1994. Lagos: Japonês, Brito, Remansão, Piratinga I, Piratinga II, Varal, Campo, Luiz Alves I, Luiz Alves II, Piranha, Montaria e Jaraqui. Lagos de desborde do rio Araguaia, junto à cidade Luiz Alves, GO.; Armazenado no tarro 19."	
"2017-08-25 11:05:00-03"	PUCRS	MCP-PEIXES	000034526	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus									PU0123090201	"J. Albert et al."	2002	09	23				Peru	Loreto		"Cano Puinahua, opposite mouth of Rio Pacaya."	-74.3622207642	-5.2588887215										seine	1				"R. N. Pacaya-Samira. Habitat - Beaches & Muddy bottom. Locality data taken from field notes. Caught in morning. -G Sheehy/October2002.; Amostras de tecido (P223/T206) com James Albert (UF). Armazenado no tarro - 19."	
"2017-08-25 11:05:00-03"	PUCRS	MCP-PEIXES	000034527	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus									PU0123090201	"J. Albert et al."	2002	09	23				Peru	Loreto		"Cano Puinahua, opposite mouth of Rio Pacaya."	-74.3622207642	-5.2588887215										seine	1				"R. N. Pacaya-Samira. Habitat - Beaches & Muddy bottom. Locality data taken from field notes. Caught in morning. -G Sheehy/October2002.; Amostras de tecido (T221) com James Albert (UF). Armazenado no tarro - 19."	
"2017-11-24 16:25:33-02"	PUCRS	MCP-PEIXES	000052843	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus									LAP201610121	"William Crampton"	2016	10	12				Brasil	Pará	Santarém	"Paraná Carareacá, south bank rio Amazonas (within 500 m of entrance)"	-54.8791666667	-2.1819444444										"Arrasto de barco"	1				"lluvial beaches, Grassy floodplain with some forest;Whitewater paraná channel;Trawl net 5 mm cod-end; site1B&nf;; Caixa LVI: J8&nf;n° do tecido: 289"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	22790	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	"Karsten E. Hartel, Andrew D. Williston"						THAYER137	"Thayer Expedition to Brazil, Louis Agassiz, and party"	1865	10	01			"South America"	Brazil	Amazonas		"Rio Solimoes at Tefe and environs"	-64.7583333333	-3.4083333333										"whole animal (alcohol)"	1				"age class: adult; unspecified measurement: 522mm"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	23408	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	"Karsten E. Hartel, Andrew D. Williston"						THAYER147	"Thayer Expedition to Brazil, Louis Agassiz"	1865	08	27			"South America"	Brazil	Amazonas		"Villa Bella [Rio Amazonas at Parintins and environs]"	-56.7583333333	-2.6416666667										"whole animal (alcohol)"	1				"age class: adult; standard length: 597mm"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	23409	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	Cards						THAYER147	"Thayer Expedition to Brazil, Louis Agassiz"	1865	08	27			"South America"	Brazil	Amazonas		"Villa Bella [Rio Amazonas at Parintins and environs]"	-56.7583333333	-2.6416666667										"whole animal (alcohol)"	1				"age class: adult; standard length: 720mm"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	36199	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	Cards						THAYER043	"Thayer Expedition to Brazil, William James, Senhor Talisman"	1865	09	01			"South America"	Brazil	Amazonas		"Rio Ica (tributary of Rio Solimoes), Rio Putomajo, near the Brazilian-Colombian border"	-67.975	-3.125										"whole animal (alcohol)"	1				"age class: adult"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	52593	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	"William L. Fink"						WLF7617	"William L. Fink, and party"	1976	12	07			"South America"	Brazil	Amazonas		"Parana de Janauaca"	-61.3583333333	-3.425										"whole animal (alcohol)"	1				"age class: adult"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	7611	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	Cards						THAYER137	"Thayer Expedition to Brazil, Louis Agassiz, and party"	1865	10	01			"South America"	Brazil	Amazonas		"Rio Solimoes at Tefe and environs"	-64.7583333333	-3.4083333333										"whole animal (alcohol)"	1				"age class: adult"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	7612	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	Cards				"Figured of Phractoce"		THAYER077	"Thayer Expedition to Brazil, Col. Bentos"	1865	11	01			"South America"	Brazil	Para		"Obidos, Rio Amazonas at Obidos"	-55.5083333333	-1.875										"whole animal (alcohol)"	1				"age class: adult"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	7613	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	Cards						THAYER023	"Thayer Expedition to Brazil, Louis Agassiz, and party"	1865	09	13			"South America"	Brazil	Amazonas		"Lago do Coari on Rio Solimoes, at Coari"	-63.125	-4.1416666667										"whole animal (alcohol)"	1				"age class: adult"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	7614	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	Cards						THAYER038	"Thayer Expedition to Brazil, Louis Agassiz"	1865	10	27			"South America"	Brazil	Amazonas		"Lago Hyanuary, Parana do Janauari"	-60.0916666667	-3.2083333333										"whole animal (alcohol)"	1				"age class: adult"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	7615	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	Cards				"Figured of Phractoce"		THAYER060	"Thayer Expedition to Brazil, William James"	1865	11	27			"South America"	Brazil	Amazonas		"LAGO MANACAPURU; MANACAPOURU [Lago Grande de Manacapuru]"	-61.5083333333	-3.1083333333										"whole animal (alcohol)"	1				"age class: adult"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	7728	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	Cards						THAYER060	"Thayer Expedition to Brazil, William James"	1865	11	27			"South America"	Brazil	Amazonas		"LAGO MANACAPURU; MANACAPOURU [Lago Grande de Manacapuru]"	-61.5083333333	-3.1083333333										"whole animal (alcohol)"	1				"age class: adult"	
"2018-11-21 11:09:59-02"	MCZ	HU-ZOO	7754	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Osteichthyes	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch and Schneider, 1801)"	"Karsten E. Hartel, Andrew D. Williston"						THAYER151	"Thayer Expedition to Brazil, Senhor Vinhas"	1865	09	01			"South America"	Brazil	Para		"RIO XINGU [Rio Xingu, probably north of cascade region]"	-51.8916666667	-3.0916666667										"whole animal (alcohol)"	1				"age class: adult; standard length: 484mm"	
"2018-08-17 09:22:23-03"	UEL	MZUEL-PEIXES	17135	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch & Schneider, 1801)"	"José Birindelli"	2016	12	01			OAS2003070301	"Oscar Shibatta"	2003	07	03			"América do Sul"	Brasil	Amazonas	Manaus	"Doação do INPA (sem dados de coleta)"	0	0	-60.0250015258789	-3.10193991661072	138090								1					
"2018-08-17 09:22:23-03"	UEL	MZUEL-PEIXES	17152	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch & Schneider, 1801)"	"José Birindelli"	2016	12	01			SA1993060001	"Oscar Shibatta"	1993	06	01							"Material de Aquário"	0	0											1					
"2018-08-17 09:22:23-03"	UEL	MZUEL-PEIXES	17189	"Phractocephalus hemioliopterus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Pimelodidae	Phractocephalus	hemioliopterus		"(Bloch & Schneider, 1801)"							SA2011060001		2011	06	01			"América do Sul"	Brasil	"Sem Localização"		"Sem Dados"	-51.1627777778	-23.3102777778											2					
