gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	acceptedScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
1863510169																										10kmUTM22W380N500_304CEA69-4828-0593-E053-2614A8C02206										CC_BY_NC_4_0																						4A9DDA1F-B959-3E13-E053-2614A8C02B7C			Données naturalistes de Philippe KEITH		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N500_304CEA69-4828-0593-E053-2614A8C02206			MISEREZ F.																												1971-01-01T00:00:00Z				1971	1	1																GF												4.56803	-52.03667	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a1d21898-1f56-4e38-8f71-e2b821187790	FR	2018-12-09T09:23:38.202Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T15:53:44.027Z	2018-07-04T15:53:44.016Z	false
1863509346																										10kmUTM22W380N490_304CEA69-A6B0-0593-E053-2614A8C02206										CC_BY_NC_4_0																						4A9DDA1F-B959-3E13-E053-2614A8C02B7C			Données naturalistes de Philippe KEITH		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N490_304CEA69-A6B0-0593-E053-2614A8C02206			KEITH P.																												1988-09-01T00:00:00Z				1988	9	1																GF												4.47758	-52.03654	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a1d21898-1f56-4e38-8f71-e2b821187790	FR	2018-12-09T09:23:38.022Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T15:53:43.484Z	2018-07-04T15:53:43.462Z	false
1863508705																										10kmUTM22W380N500_304CEA69-49A7-0593-E053-2614A8C02206										CC_BY_NC_4_0																						4A9DDA1F-B959-3E13-E053-2614A8C02B7C			Données naturalistes de Philippe KEITH		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N500_304CEA69-49A7-0593-E053-2614A8C02206			I.N.R.A.																												1982-12-01T00:00:00Z				1982	12	1																GF												4.56803	-52.03667	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a1d21898-1f56-4e38-8f71-e2b821187790	FR	2018-12-09T09:23:37.664Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T15:53:43.066Z	2018-07-04T15:53:43.049Z	false
1863507924																										10kmUTM22W380N490_304CEA69-475C-0593-E053-2614A8C02206										CC_BY_NC_4_0																						4A9DDA1F-B959-3E13-E053-2614A8C02B7C			Données naturalistes de Philippe KEITH		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N490_304CEA69-475C-0593-E053-2614A8C02206			I.N.R.A., PLANQUETTE P.																												1980-06-01T00:00:00Z				1980	6	1																GF												4.47758	-52.03654	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a1d21898-1f56-4e38-8f71-e2b821187790	FR	2018-12-09T09:23:37.402Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T15:53:42.618Z	2018-07-04T15:53:42.597Z	false
1863506919																										10kmUTM22W380N480_304CEA69-A790-0593-E053-2614A8C02206										CC_BY_NC_4_0																						4A9DDA1F-B959-3E13-E053-2614A8C02B7C			Données naturalistes de Philippe KEITH		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N480_304CEA69-A790-0593-E053-2614A8C02206			KEITH P.																												1988-09-01T00:00:00Z				1988	9	1																GF												4.38712	-52.03641	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a1d21898-1f56-4e38-8f71-e2b821187790	FR	2018-12-09T09:23:36.993Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T15:53:41.916Z	2018-07-04T15:53:41.873Z	false
1863506025																										10kmUTM22W370N490_304CEA69-AB60-0593-E053-2614A8C02206										CC_BY_NC_4_0																						4A9DDA1F-B959-3E13-E053-2614A8C02B7C			Données naturalistes de Philippe KEITH		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W370N490_304CEA69-AB60-0593-E053-2614A8C02206			KEITH P.																												1988-09-01T00:00:00Z				1988	9	1																GF												4.47744	-52.12666	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a1d21898-1f56-4e38-8f71-e2b821187790	FR	2018-12-09T09:23:36.569Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T15:53:41.350Z	2018-07-04T15:53:41.332Z	false
1863505501																										10kmUTM22W380N500_304CEA69-48EA-0593-E053-2614A8C02206										CC_BY_NC_4_0																						4A9DDA1F-B959-3E13-E053-2614A8C02B7C			Données naturalistes de Philippe KEITH		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N500_304CEA69-48EA-0593-E053-2614A8C02206			I.N.R.A.																												1984-08-01T00:00:00Z				1984	8	1																GF												4.56803	-52.03667	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a1d21898-1f56-4e38-8f71-e2b821187790	FR	2018-12-09T09:23:36.502Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T15:53:41.068Z	2018-07-04T15:53:41.049Z	false
1863504278																										10kmUTM22W380N490_304CEA69-A39B-0593-E053-2614A8C02206										CC_BY_NC_4_0																						4A9DDA1F-B959-3E13-E053-2614A8C02B7C			Données naturalistes de Philippe KEITH		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N490_304CEA69-A39B-0593-E053-2614A8C02206			KEITH P.																												1988-09-01T00:00:00Z				1988	9	1																GF												4.47758	-52.03654	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a1d21898-1f56-4e38-8f71-e2b821187790	FR	2018-12-09T09:23:36.012Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T15:53:40.136Z	2018-07-04T15:53:40.118Z	false
1852518396																										10kmUTM22W380N490_I095107006074201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N490_I095107006074201			KEITH P.																												1988-09-30T00:00:00Z				1988	9	30																GF												4.47758	-52.03654	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:50.564Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:52.208Z	2018-07-04T10:16:51.913Z	false
1852517890																										10kmUTM22W380N500_I095110008854201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N500_I095110008854201			MISEREZ F.																												1971-12-31T00:00:00Z				1971	12	31																GF												4.56803	-52.03667	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:50.564Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:52.065Z	2018-07-04T10:16:51.753Z	false
1852517502																										10kmUTM22W380N490_I095107006174201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N490_I095107006174201			KEITH P.																												1988-09-30T00:00:00Z				1988	9	30																GF												4.47758	-52.03654	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:50.404Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:51.586Z	2018-07-04T10:16:51.465Z	false
1852515526																										10kmUTM22W380N500_I095107006084201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N500_I095107006084201			KEITH P.																												1988-09-30T00:00:00Z				1988	9	30																GF												4.56803	-52.03667	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:49.623Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:50.763Z	2018-07-04T10:16:50.570Z	false
1852515065																										10kmUTM22W380N500_I095110008834201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N500_I095110008834201			I.N.R.A.																												1982-12-31T00:00:00Z				1982	12	31																GF												4.56803	-52.03667	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:49.473Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:50.556Z	2018-07-04T10:16:50.428Z	false
1852513321																										10kmUTM22W380N500_I095110008824201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N500_I095110008824201			I.N.R.A.																												1984-08-31T00:00:00Z				1984	8	31																GF												4.56803	-52.03667	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:48.799Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:49.731Z	2018-07-04T10:16:49.671Z	false
1852512951																										10kmUTM22W380N490_I095101000204201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N490_I095101000204201			PLANQUETTE P.																												1982-12-31T00:00:00Z				1982	12	31																GF												4.47758	-52.03654	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:48.723Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:49.626Z	2018-07-04T10:16:49.511Z	false
1852512301																										10kmUTM22W350N530_I095110008864201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W350N530_I095110008864201			GALLARD																												1992-08-04T00:00:00Z				1992	8	4																GF												4.83892	-52.30757	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:48.419Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:49.179Z	2018-07-04T10:16:48.971Z	false
1852511864																										10kmUTM22W370N490_I095107006204201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W370N490_I095107006204201			KEITH P.																												1988-09-30T00:00:00Z				1988	9	30																GF												4.47744	-52.12666	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:48.306Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:49.016Z	2018-07-04T10:16:48.857Z	false
1852511778																										10kmUTM22W380N490_I095107006154201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N490_I095107006154201			KEITH P.																												1988-09-30T00:00:00Z				1988	9	30																GF												4.47758	-52.03654	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:48.291Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:48.943Z	2018-07-04T10:16:48.806Z	false
1852508258																										10kmUTM22W380N490_I095107006184201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N490_I095107006184201			KEITH P.																												1988-09-30T00:00:00Z				1988	9	30																GF												4.47758	-52.03654	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:47.059Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:47.555Z	2018-07-04T10:16:47.189Z	false
1852506375																										10kmUTM22W380N500_I095107006134201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N500_I095107006134201			KEITH P.																												1988-09-30T00:00:00Z				1988	9	30																GF												4.56803	-52.03667	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:46.356Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:46.775Z	2018-07-04T10:16:46.430Z	false
1852505453																										10kmUTM22W370N490_I095107006194201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W370N490_I095107006194201			KEITH P.																												1988-09-30T00:00:00Z				1988	9	30																GF												4.47744	-52.12666	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:46.046Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:46.124Z	2018-07-04T10:16:45.957Z	false
1852504942																										10kmUTM22W380N490_I095107006164201										CC_BY_NC_4_0																						4A9DDA1F-B6F2-3E13-E053-2614A8C02B7C			Poissons d'eau douce de Guyane française		HUMAN_OBSERVATION		Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules		10kmUTM22W380N490_I095107006164201			KEITH P.																												1988-09-30T00:00:00Z				1988	9	30																GF												4.47758	-52.03654	5000.0																																								419133								Lepidosiren paradoxa Fitzinger, 1837								Animalia	Chordata	Sarcopterygii	Lepidosireniformes	Lepidosirenidae	Lepidosiren		paradoxa		SPECIES				ACCEPTED			a81d01b9-1322-4487-b9e1-f0322941ba0e	FR	2018-12-09T17:13:45.745Z									true	false	2441263	2441263	1	44	238	764	5868	2441262		2441263	Lepidosiren paradoxa	Lepidosiren	Lepidosiren paradoxa Fitzinger, 1837		DWC_ARCHIVE	2018-07-04T10:16:45.918Z	2018-07-04T10:16:45.748Z	false
