datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS05727	Myleus	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myleus			"Müller & Troschel, 1844"	"TENCATT, L. F. C."	2017	04	04				"TENCATT, L. F. C.; SANTOS, B. F.; MISE, F. T."	2016	11	29			"América do Sul"	Brasil	"Mato Grosso"	"Barra do Garças"	"Córrego Gordura/Zacarias"	-52.28472	-14.87583									"1 macho; 1 fêmea"	"lote de animais inteiros (ETOH"	2					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02049	"Myleus levis"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myleus	levis		"(Eigenmann & McAtee, 1907)"	"SEVERO-NETO, F."	2007	01	16				"SEVERO-NETO, F.; TAVEIRA, T. T. M.; MEIRA, M. A. A."	2006	12	16			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Campo Grande"	"Córrego Guariroba, a montante do represamento"	-54.274722	-20.539167									indeterminado	"lote de animais inteiros (ETOH"	3					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02082	"Myleus levis"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myleus	levis		"(Eigenmann & McAtee, 1907)"	"SEVERO-NETO, F."	2007	01	17				"SEVERO-NETO, F.; TAVEIRA, T. T. M.; MEIRA, M. A. A."	2006	12	16			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Campo Grande"	"Córrego dos Tocos, antes da confluência com o Córrego Guariroba"	-54.295833	-20.566667									indeterminado	"lote de animais inteiros (ETOH"	3					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02087	"Myleus levis"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myleus	levis		"(Eigenmann & McAtee, 1907)"	"SEVERO-NETO, F."	2007	01	17				"SEVERO-NETO, F.; TAVEIRA, T. T. M."	2006	12	16			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Campo Grande"	"Córrego Guariroba, na confluência com Córrego dos Tocos"	-54.296667	-20.565556									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS03317	"Myleus levis"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myleus	levis		"(Eigenmann & McAtee, 1907)"	"SEVERO-NETO, F."	2012	09	24				"FROEHLICH, O."	2011	09	14			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Vermelho"	-56.979167	-19.609444									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS04413	"Myloplus levis"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	levis		"(Eigenmann & McAtee, 1907)"	"CARVALHO, F. R."	2016	05	06				"PAIVA, F.; SEVERO-NETO,F."	2015	11	02			"América do Sul"	Brasil	"Mato Grosso do Sul"	Aquidauana	"Rio Negro, Fazenda Barranco Alto"	-56.154894	-19.578686									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS04484	"Myloplus levis"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	levis		"(Eigenmann & McAtee, 1907)"	"CARVALHO, F. R."	2016	06	07				"UIEDA,W.; UIEDA, V. S."	1984	10	31			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Canal do Tamengo"	-57.663056	-18.992222									indeterminado	"lote de animais inteiros (ETOH"	2					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS05793	"Myloplus levis"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	levis		"(Eigenmann & McAtee, 1907)"	"SEVERO-NETO, F."	2018	10	20				"TAVEIRA, T. T. M.; SEVERO-NETO, F."	2018	10	20			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Porto Murtinho"	"Rio Tereré"	-57.84583	-21.33889					80	80			indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS06009	"Myloplus levis"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	levis		"(Eigenmann & McAtee, 1907)"	"SEVERO-NETO, F."	2019	03	20				"GIMENES-JR, H.; RECH, R.; TAVEIRA, T. T. M.; SEVERO-NETO, F."	2019	03	20			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía na Pousada Arara Azul"	-57.05389	-19.31667					91	91			indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02862	"Myloplus tiete"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	tiete		"(Eigenmann & Norris, 1900)"	"FROEHLICH, O."	2009	01	08				"CAVALLARO, M. R.; RIGHI-CAVALLARO, K. O.; TAVEIRA, T. T. M."	2008	12	16			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Chapadão do Sul"	"Rio Indaiá Grande"	-52.488056	-19.5275									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02902	"Myloplus tiete"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	tiete		"(Eigenmann & Norris, 1900)"	"FROEHLICH, O."	2009	10	30				"CAVALLARO, M. R.; FROEHLICH, O.; PIATTI, L.; TAVEIRA, T. T. M."	2008	09	26			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Chapadão do Sul"	"Rio Indaiá Grande"	-52.513611	-19.549167									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02914	"Myloplus tiete"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	tiete		"(Eigenmann & Norris, 1900)"	"FROEHLICH, O."	2009	10	30				"CAVALLARO, M. R.; FROEHLICH, O.; PIATTI, L.; TAVEIRA, T. T. M."	2008	09	29			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Chapadão do Sul - Água Clara"	"Rio Indaiá Grande"	-52.5075	-19.551667									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS03064	"Myloplus tiete"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	tiete		"(Eigenmann & Norris, 1900)"	"FROEHLICH, O."	2009	01	08				"CAVALLARO, M. R.; RIGHI-CAVALLARO, K. O.; TAVEIRA, T. T. M."	2008	12	19			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Chapadão do Sul - Água Clara"	"Rio Sucuriú"	-52.519722	-19.493611									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS03703	"Myloplus tiete"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	tiete		"(Eigenmann & Norris, 1900)"	"CARVALHO, F. R."	2016	03	22				"SILIMON, K.; SILIMON JR., K.; SANTO, P. P. E."	2015	02	06			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Água Clara"	"Rio Verde"	-53.359722	-19.876944									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS04990	"Myloplus tiete"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	tiete		"(Eigenmann & Norris, 1900)"								"CAVALLARO, M. R.; RIGHI-CAVALLARO, K.; TAVEIRA, T. T. M."	2008	12	16			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Chapadão do Sul"	"Rio Indaiá Grande"	-52.488056	-19.5275					340	340			indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS05567	"Myloplus tiete"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	tiete		"(Eigenmann & Norris, 1900)"	"TENCATT, L. F. C."	2018	02	05				"TENCATT, L. F. C."	2012	07	24			"América do Sul"	Brasil	"Mato Grosso do Sul"	Inocência	"Rio Indaiá Grande"	-52.493611	-19.531111									indeterminado	"lotes de animais inteiros (ETO"	5					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS05570	"Myloplus tiete"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Myloplus	tiete		"(Eigenmann & Norris, 1900)"	"TENCATT, L. F. C."	2018	02	05				"TENCATT, L. F. C."	2012	07	24			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Chapadão do Sul"	"Rio Sucuriú"	-52.548889	-19.462778									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00577	Mylossoma	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Mylossoma			"Eigenmann & Kennedy, 1903"	"FROEHLICH, O."	1993	10	08				"FROEHLICH, O."	1993	04	22			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Lagoa marginal à rod. MS-184"	0	0	-57.6533012390137	-19.0091991424561	295160						indeterminado	"lote de animais inteiros (ETOH"	2					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00585	Mylossoma	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Mylossoma			"Eigenmann & Kennedy, 1903"	"FROEHLICH, O."	1993	10	08				"FROEHLICH, O."	1992	11	28			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Caixa de empréstimo, junto ao aterro de acesso à BEP"	0	0	-57.6533012390137	-19.0091991424561	295160						indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00662	Mylossoma	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Mylossoma			"Eigenmann & Kennedy, 1903"	"FROEHLICH, O."	1991	05	23				"FROEHLICH, O."	1991	05	16			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Campo alagado, na àrea da BEP"	-57.018333	-19.576667									indeterminado	"lote de animais inteiros (ETOH"	5					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS03422	"Mylossoma duriventre"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Mylossoma	duriventre		"(Cuvier, 1818)"	"ROSA, F. R."	2008	02	15				"ROSA, F. R."	2008	02	10			"América do Sul"	Brasil	"Mato Grosso"	"Barão de Melgaço"	"Alagados na bacia do rio Cuiabá"	-55.923222	-16.453889									indeterminado	"lote de animais inteiros (ETOH"	5					
"2019-04-04 19:25:28-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS04485	"Mylossoma duriventre"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Mylossoma	duriventre		"(Cuvier, 1818)"	"CARVALHO, F. R."	2016	06	07				"UIEDA,W.; UIEDA, V. S."	1984	10	31			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Canal do Tamengo"	-57.663056	-18.992222									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS05882	"Mylossoma duriventre"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Mylossoma	duriventre		"(Cuvier, 1818)"	"LOPES, D. A."	2018	11	01				"COSTA, F. E. S."	2006	10	10			"América do Sul"	Brasil	"Mato Grosso do Sul"	Aquidauana	"Rio Negro"	-56.533333	-19.549722					101	101			indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00391	"Piaractus mesopotamicus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Piaractus	mesopotamicus		"(Holmberg, 1887)"	"FROEHLICH, O."	1992	03	20				"SOARES, A."	1991	12	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Miranda"	-57.011667	-19.576944									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02393	"Piaractus mesopotamicus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Piaractus	mesopotamicus		"(Holmberg, 1887)"	"FROEHLICH, O."	2005	10					"FROEHLICH, O.; CORDEIRO, L. M.; GOULART, C. S.; TOMBINI, A. A. M.; ODA, F. H."	2004	11	15			"América do Sul"	Brasil	Goiás	Itajá	"Córrego Enterrado, próximo à foz"	-51.075278	-19.316667									indeterminado	"lote de animais inteiros (ETOH"	2					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02475	"Piaractus mesopotamicus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Piaractus	mesopotamicus		"(Holmberg, 1887)"	"FROEHLICH, O."	2005	10					"FROEHLICH, O.; VILELA, M. J. A.; CAVALLARO, M. R.; ALMEIDA, N. V. A.; GOULART, C. S.; TOMBINI, A. A. M."	2004	11	20			"América do Sul"	Brasil	"Mato Grosso do Sul"	Inocência	Açude	0	0	-51.9300003051758	-19.7255992889404	66802						indeterminado	"lote de animais inteiros (ETOH"	18					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS05892	"Piaractus mesopotamicus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Piaractus	mesopotamicus		"(Holmberg, 1887)"	"LOPES, D. A."	2018						"COSTA, F. E. S."	2007	02	10			"América do Sul"	Brasil	"Mato Grosso do Sul"	Aquidauana	"Rio Negro"	-56.533333	-19.549722					101	101			indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00113	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	1992	11	20				"SOUZA, L. O. I."	1988	01	12			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Miranda"	-57.011667	-19.576944									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00114	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	1992	11	20				"BÉDA, A. F."	1983	10	13			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	Baía	0	0	-57.6533012390137	-19.0091991424561	295160						indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00115	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	1992	11	20				"FROEHLICH, O.; NAVARRETE, M. C."	1990	07	11			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía da Medalha"	-57.012778	-19.576111									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00914	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	2003	06	10				"CARVALHO, L. N."	2000	06	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía da Medalha"	-57.012778	-19.576111									indeterminado	"lote de animais inteiros (ETOH"	4					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00915	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	2003	06	10				"CARVALHO, L. N."	2000	06	02			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía Negra"	-57.098889	-19.514722									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00916	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	2003	06	10				"CARVALHO, L. N."	2000	03	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía Negra"	-57.098889	-19.514722									indeterminado	"lote de animais inteiros (ETOH"	2					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00917	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	2003	06	10				"CARVALHO, L. N."	2000	06	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Abobral"	-57.053056	-19.433333									indeterminado	"lote de animais inteiros (ETOH"	2					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00918	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	2003	06	11				"CARVALHO, L. N."	2000	06	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Miranda"	-57.011667	-19.576944									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00919	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	2003	06	12				"CARVALHO, L. N."	2000	02	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Vermelho"	-56.979167	-19.609444									indeterminado	"lote de animais inteiros (ETOH"	4					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00920	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	2003	06	13				"CARVALHO, L. N."	2000	03	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Vermelho"	-56.979167	-19.609444									indeterminado	"lote de animais inteiros (ETOH"	2					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS01703	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"FROEHLICH, O."	2004	02	03				"FROEHLICH, O.; UETABANARO, M."	1991	03	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía do Jacadigo"	-57.815556	-19.22									indeterminado	"lote de animais inteiros (ETOH"						
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS05267	"Pygocentrus nattereri"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	nattereri		"Kner, 1858"	"CARVALHO, F. R."	2017	01	26				"FERNANDES, C. E. S."	2017	01	18			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Base de Estudos do Pantanal - UFMS"	-56.794167	-19.141944									indeterminado	"lote de animais inteiros (ETOH"	3					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS05358	"Serrasalmus geryi"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	geryi		"Jégu & Santos, 1988"	"CARVALHO, F. R."	2016	12	29				"CARVALHO, F.R.; MARINHO, M.M.F."	2016	12	29			"América do Sul"	Brasil	"São Paulo"	"Pereira Barreto"	"Rio São José dos Dourados, próximo ao canal de Pereira Barreto"	-51.0625	-20.561944					323	323			indeterminado	"lote de animais inteiros (ETOH"	3					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00563	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"SEVERO-NETO, F."	2016	12	19				"FROEHLICH, O."	1993	03	12			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Lagoa marginal à rod. MS-184 (\"baía das Pedras\")"	0	0	-57.6533012390137	-19.0091991424561	295160						indeterminado	"lote de animais inteiros (ETOH"	57					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00594	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	1993	10	08				"FROEHLICH, O."	1993	04	24			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Lagoa marginal à rod. MS-184 (\"baía das Pedras\")"	0	0	-57.6533012390137	-19.0091991424561	295160						indeterminado	"lote de animais inteiros (ETOH"	5					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00927	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2003	06	13				"CARVALHO, L. N."	2000	02	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía da Medalha"	-57.012778	-19.576111									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00928	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2003	06	14				"CARVALHO, L. N."	2000	06	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía da Medalha"	-57.012778	-19.576111									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00929	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2003	06	15				"CARVALHO, L. N."	2000	05	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía da Medalha"	-57.012778	-19.576111									indeterminado	"lote de animais inteiros (ETOH"	2					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00930	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2003	06	10				"CARVALHO, L. N."	2000	02	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía Negra"	-57.098889	-19.514722									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00931	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2003	06	11				"CARVALHO, L. N."	2000	06	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Baía Negra"	-57.098889	-19.514722									indeterminado	"lote de animais inteiros (ETOH"	2					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00932	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2003	06	12				"CARVALHO, L. N."	2000	06	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Abobral"	-57.053056	-19.433333									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00933	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2003	06	13				"CARVALHO, L. N."	2000	03	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Abobral"	-57.053056	-19.433333									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00934	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2003	06	14				"CARVALHO, L. N."	2000	01	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Vermelho"	-56.979167	-19.609444									indeterminado	"lote de animais inteiros (ETOH"	3					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS00935	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2003	06	15				"CARVALHO, L. N."	2000	05	01			"América do Sul"	Brasil	"Mato Grosso do Sul"	Corumbá	"Rio Vermelho"	-56.979167	-19.609444									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02836	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2009	01	08				"CAVALLARO, M. R.; RIGHI-CAVALLARO, K. O.; TAVEIRA, T. T. M."	2008	12	17			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Chapadão do Sul"	"Rio Indaiá Grande"	-52.513611	-19.549167									indeterminado	"animal inteiro (ETOH 70%)"	1					
"2019-04-04 19:25:29-03"	UFMS	ZUFMS-PIS	ZUFMS-PIS02867	"Serrasalmus maculatus"	S	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Serrasalmus	maculatus		"Kner, 1858"	"FROEHLICH, O."	2009	01	08				"CAVALLARO, M. R.; RIGHI-CAVALLARO, K. O.; TAVEIRA, T. T. M."	2008	12	16			"América do Sul"	Brasil	"Mato Grosso do Sul"	"Chapadão do Sul"	"Rio Indaiá Grande"	-52.488056	-19.5275									indeterminado	"animal inteiro (ETOH 70%)"	1					
