datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	193025	"Acnodon normani"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Acnodon	normani			"M.H. Sabaj, 2012"						BR12-07	"M.H. Sabaj, M. Arce, L. Sousa and ornamental fishermen Dani & Edson"							Brazil	Pará		"rio Xingu, ca. 50 km south-southwest Altamira"	-52.391694	-3.655389										"seine, cast net, hand-picking [1 alc; 0 sk; 0 c&s]"	1	"ex. INPA"				ANSP193025
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	194703	"Acnodon normani"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Acnodon	normani			"M.H. Sabaj, 2013"						iXIN13-EXP1-01	"M.H. Sabaj Pérez, L.M. Sousa, A. Gonçalves, N.K. Lujan, D.B. Fitzgerald, P. Madoka Ito, A. Oliveira, R. Robles & fishermen"							Brazil	Pará	Altamira	"rio Iriri, ca. 8 km upstream from confluence with rio Xingu, large sand beach along right bank at campsite 1 (largo do Sousa)."	-52.678567	-3.823467										"30 ft bag seine [1 alc; 0 sk; 0 c&s]"	1	"ex. INPA 39968"			"Location Remarks: iXingu Project Expedition 1 (NSF DEB-1257813): 7-8 seine pulls with 30 ft bag seine at night over large beach (camp #1, largo do Sousa)"	ANSP194703
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	198755	"Acnodon normani"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Acnodon	normani			"M.H. Sabaj, 2015"						iXIN14-EXP3-24	"M.H. Sabaj Pérez, L.M. Sousa, A.P. Gonçalves, D.B. Fitzgerald, V. Machado, P.M. Ito, A. Oliveira, R. Oliveira, H. Gimênes Jr., A. Carvalho-Batista, M. Hardman, K. Winemiller & fishermen"							Brazil	Pará		"rio Xingu, large beach just upstream of campsite 2, ca. 45 km south-southwest of Altamira"	-52.349139	-3.6095										"36 ft bag seine [4 alc; 0 sk; 0 c&s]"	4	"ex. INPA"			"Location Remarks: outing 1, camp 2, night beach seine; mollusk collection site; iXingu Project (NSF DEB-1257813) Expedition 3, Outing 1."	ANSP198755
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	199545	"Acnodon normani"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Acnodon	normani			"M.H. Sabaj, 2012"						BR12-03	"M.H. Sabaj, M. Arce, L. Sousa and ornamental fishermen Dani & Edson"							Brazil	Pará		"rio Xingu, sand beach in eastern braid of river, ca. 44 km south-southwest Altamira"	-52.349222	-3.608139										"bag seine, gill net [3 alc; 0 sk; 0 c&s]"	3	"ex. INPA 37968"			"Identif.Remarks: tissue samples: B1548 (ANSP voucher), B1549 (INPA voucher); 2 additional alc vouchered at INPA"	ANSP199545
"2015-09-01 11:42:24-03"	ANSP	ANSP-ICHTHYOLOGY	187112	"Acnodon oligacanthus"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Acnodon	oligacanthus			"W.M. Dahdul, 2007"						"SUR 07-01"	"J. Lundberg, M. Sabaj, P. Willink, J. Mol et al."							Suriname	Sipalawini		"Lawa River (Marowijne Dr.), base camp ca. 8 km south-southwest of Anapaike/Kawemhakan (airstrip)."	-54.061485	3.347094							0	2		"[2 alc; 2 sk; 0 c&s]"	4				"Identif.Remarks: tissue samples: 6927 (skel, 145 mm SL), 6936 (alc), 6933 (alc); originally 5, 1 to FMNH (6935); tagged (no tissue) 6937 (skel, 125 mm SL) Georef.Remarks: Coordinates 8 km SW of Anapaike."	ANSP187112
"2015-09-01 11:42:24-03"	ANSP	ANSP-ICHTHYOLOGY	187331	"Acnodon oligacanthus"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Acnodon	oligacanthus			"M.H. Sabaj, 2008"						"SUR 07-05"	"J. Lundberg, M. Sabaj, P. Willink, J. Mol et al"							Suriname	Sipalawini		"Litanie River at mouth and confluence with Marowini River, just upstream from settlement of Konya Kondre."	-54.071007	3.296066							0	2		"[1 alc; 0 sk; 0 c&s]"	1				"Identif.Remarks: originally 2, 1 to FMNH. Georef.Remarks: Coordinates at junction of Marowini and Litanie Rivers."	ANSP187331
"2015-09-01 11:42:24-03"	ANSP	ANSP-ICHTHYOLOGY	188674	"Acnodon oligacanthus"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Acnodon	oligacanthus			"M.H. Sabaj, 2009"						"SUR 07-06"	"M. Sabaj, P. Willink, J. Mol, K. Wan Tong You"							Suriname	Sipalawini		"Lawa River (Marowijne Dr.), large cataract complex in side channel west of base camp (SUR 07-01), ca. 8km SSW Anapaike."	-54.061485	3.347094							0	2		"seines [1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: seined at dusk and after dark on 4/24/2007. Georef.Remarks: Coordinates 8 km SW of Anapaike."	ANSP188674
"2015-09-01 11:42:24-03"	ANSP	ANSP-ICHTHYOLOGY	198245	Catoprion	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion				"M.H. Sabaj, 2015"						iXIN14-EXP3-51	"M.H. Sabaj Pérez, L.M. Sousa, A.P. Gonçalves, D.B. Fitzgerald, R. Ota, I. Soares, M. Santos, H. Gimênes Jr., J. Tiemann, K.S. Cummings, M.C. Dreher Mansur, L. Rapp Py-Daniel, J.G. Lundberg & fishermen"							Brazil	Pará		"blackwater igarapé at confluence with rio Xingu (right bank), campsite 5, ca. 3.5 km southeast of Porto do Moz"	-52.215722	-1.774889										"dip nets, gill net [1 alc; 0 sk; 0 c&s]"	1	"ex. INPA"			"Identif.Remarks: tissue samples: t3836 (ANSP voucher); t3842 (INPA voucher) Location Remarks: igarapé at camp 5; iXingu Project (NSF DEB-1257813) Expedition 3, Outing 3."	ANSP198245
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	134003	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"W.G. Saul, 1975"						NRF66-V-7	"N. R. Foster"							Venezuela	Guarico		"Tributary to Rio Guariquito, 24 km SSE of Calabozo on road to Cazorla."	-67.311265	8.72836										"[1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: Flat, grassy semi-flooded area in llanos; water clear; bottom detritus or gravel; plants. See FN."	ANSP134003
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	134004	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"W.G. Saul, 1975"						BF-16	"J. E. Bohlke et al*"	1969	05	27				Colombia	Meta		"Canal and Laguna 'Aerotas', S side of Rio Metica, 2 km SW (upstream) of entrance to Lake Mozambique."	-73.065367	3.932033										"20-ft bag seine [1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: *N.Foster, D.Luis, Black John & brother. Afternoon. bottom rock, sand, mud; water clear, murky; vegetation. See FN. Georef.Remarks: The locality is not identified with this name on the maps but correspond to the description in the text."	ANSP134004
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	134005	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"W.G. Saul, 1975"						BFF-8	"J.E. Bohlke, N. & D. Foster."							Colombia	Meta		"Hacienda Humacita, small stream flowing generally S, presumably general Lake Mozambique complex, 250 ft of stream collected, most above bridge."	-73.054528	3.957994										"20-ft bag seine [51 alc; 0 sk; 0 c&s]"	51				"Location Remarks: Bottom sandy mud; water clear, scum; emergents. See FN."	ANSP134005
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	135785	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"W.G.Saul, Aug. 1978"						V77-3	"J. E. Bohlke, W.G. Saul & E. Ferrer-Veliz"							Venezuela	Bolivar		"Rio Urbana (Urbani) on Maripa-Las Trincheras road."	-64.983521	7.25743										"30-ft bag seine [2 alc; 0 sk; 0 c&s]"	2				"Location Remarks: Bottom mud, large rocks, gravel in riffles, logs; matted vegetation. See FN."	ANSP135785
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	136021	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"W.G.Saul, 1976"						BFT-7	"J.E. Bohlke, N. Foster, J. Thomerson."							Colombia	Meta		"Hacienda Mozambique; laguna N of Lake Mozambique (first one N of BFT-2); Meta drainage."	-73.054528	3.957994										"20-ft bag seine [0 alc; 0 sk; 0 c&s]"					"Identif.Remarks: 2 specimens to KU on open exchange: 28 June 1982 (I82-66). Location Remarks: Bottom mud; water clear; patches of emergent sedges and small submergents. See FN."	ANSP136021
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	136022	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"W.G.Saul, 1976"						BFT-7	"J.E. Bohlke, N. Foster, J. Thomerson."							Colombia	Meta		"Hacienda Mozambique; laguna N of Lake Mozambique (first one N of BFT-2); Meta drainage."	-73.054528	3.957994										"20-ft bag seine [1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: Bottom mud; water clear; patches of emergent sedges and small submergents. See FN."	ANSP136022
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	136023	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"W.G.Saul, 1976"						BFT-2	"J. E. Bohlke, N. Foster & J. Thomerson"							Colombia	Meta		"Hacienda Mozambique; Laguna west of north shore of L. Mozambique (2nd one to the NW), with outlet to the Metica (Meta Dr.)."	-73.054528	3.957994										"l0-ft common seine [100 alc; 0 sk; 0 c&s]"	100				"Location Remarks: Bottom mud; water murky; clumps of sugmergents and emergents. See FN."	ANSP136023
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	141585	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"W.G.Saul, 1979"						V77-12	"J.E. Bohlke, W.G. Saul"							Venezuela	Bolivar		"Isolated lagoon 200 yd N of Jabillal."	-64.851183	6.947614										"dipnet, 15-ft seine [6 alc; 0 sk; 0 c&s]"	6				"Location Remarks: Water depth to 1.5 ft; bottom mud; water stagnant; vegetatin 'coumaronna'. Both collectors shocked by eel. See FN. Georef.Remarks: I used coordinates from the ANSP database."	ANSP141585
"2015-09-01 11:20:19-03"	ANSP	ANSP-ICHTHYOLOGY	175753	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			W.G.Saul,1997						WGS97-19	"D. Torres, E. McBirney, W.G. Saul, G.G. Watkins, N.R. Liley, C. Watson"							Guyana		"Siparuni VIII-2"	"Essequibo River at Essequibo campsite (same as WGS97-15)."	-58.474612	4.138448							0	1.5		"seine w/gill net [1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: Co-ordinates by GPS. Water-cloudy; current-none; vegetation-none; bottom-sand. IWOKRAMA FAUNAL SURVEY.See FN. Georef.Remarks: Polygon covers Essequibo River, coordinates placed at center of polygon."	ANSP175753
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	177322	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			W.G.Saul,1998						GGW97-21	"D. Torres, Alvin"							Guyana		Essequibo	"Essequibo River: Paddle Rock Lake."	-58.474612	4.138448										"gill nets [3 alc; 0 sk; 0 c&s]"	3				"Identif.Remarks: One spec.sent to Univ.Guyana. Location Remarks: Co-ordinates by GPS. Water-cloudy;current-moderate; vegetation-none;bottom-mud;shoreline-mud. IWOKRAMA FAUNAL SURVEY. See FN. Georef.Remarks: Polygon covers Essequibo River, coordinates placed at center of polygon."	ANSP177322
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	179149	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"M.H. Sabaj, 2003"						"GUY 02-10"	"M. H. Sabaj, J. W. Armbruster, M. Thomas et al."							Guyana			"Dam pond (Rupununi R. Dr.), 5.4 km NW of Karanambo Ranch."	-59.33467	3.784509										"seine [11 alc; 0 sk; 0 c&s]"	11				"Identif.Remarks: tissue samples 2172, 2174. Location Remarks: et al.=D.C. Werneke, C.L. Allison, C.J. Chin & D. Arjoon. Large clear pond with abundant submergent and emergent vegetation."	ANSP179149
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	180375	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"M.H. Sabaj, 2004"						"GUY 02-18"	"M.H. Sabaj, J.W. Armbruster, M. Thomas, D.C. Werneke & C.L. Allison"							Guyana	"Rupununi (Region 9)"		"Pirara River, trib. Ireng River (Takutu-Negro Dr.), beach at Pirara Ranch on road to Lethem."	-59.677224	3.624933										"seine & gill net [1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: Sluggish bend in river, beach of mud, silt and sand; site worked mostly after dark."	ANSP180375
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	194227	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"W.M. Dahdul, 2001"						WD-VEN2001-RC	"W.M. Dahdul"	2001	07	17		01:01		Venezuela	Apure		"rio Cunaviche."	0	0										"[3 alc; 1 sk; 0 c&s]"	4				"Identif.Remarks: tagged specimens: WD-01-68 (alc), WD-01-75 (sk)."	ANSP194227
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	197697	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			"M.H. Sabaj, 2015"						iXIN14-EXP3-69	"M.H. Sabaj Pérez, L.M. Sousa, A.P. Gonçalves, D.B. Fitzgerald, R. Ota, I. Soares, M. Santos, H. Gimênes Jr., J. Tiemann, K.S. Cummings, M.C. Dreher Mansur, L. Rapp Py-Daniel, J.G. Lundberg & fishermen"							Brazil	Pará		"rio Acaraí, trib rio Xingu, vicinity of ranch on left bank, ca. 70 km south-southwest of Porto do Moz."	-52.520333	-2.337										"10 ft seine, dip nets [8 alc; 0 sk; 0 c&s]"	8	"ex. LIA"			"Identif.Remarks: tissue sample: t3855 (INPA voucher); 1 additional alc at INPA, 7 at LIA. Location Remarks: Acaraí; iXingu Project (NSF DEB-1257813) Expedition 3, Outing 3."	ANSP197697
"2015-09-01 11:42:24-03"	ANSP	ANSP-ICHTHYOLOGY	39814	"Catoprion mento"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Catoprion	mento			H.W.Fowler						JO-RR	"J. Ogilvie"	1912						Guyana			"Rupununi River, British Guiana [date of collection 1911-1912]."	-59.349114	3.294876										"[2 alc; 0 sk; 0 c&s]"	2	"ANSP 39814-15"			"Location Remarks: Purchased Fall 1912; Ogilvie (pers. comm. in Fowler, 1914:229) indicated coordinates as 2-3°N, 50°20##W, however, longitude is in error as it places locality off coast of Brazil Georef.Remarks: Polygon covers Rupununi River, coordinaes placed at center of polygon."	ANSP039814
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	103982	Colossoma	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma										BFT-13	"J. E. Bohlke et al*"							Colombia	Meta		"Hacienda Mozambique; Lake Mozambique, W side near N end; Meta drainage."	-73.054528	3.957994										"100-ft gill net [1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: *N.Foster, J.Thomerson, N.Wallace,Jr. Bottom mud; water muddy; no vegetation. See FN."	ANSP103982
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	128138	Colossoma	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma										BF-12	"Luis, Black John"	1969	05	27				Colombia	Meta		"Rio Metica, near entrance to Lake Mozambique; Meta drainage."	-73.039168	3.942833										"hook-line, castnet [1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: Morning collection. See FN."	ANSP128138
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	161186	Colossoma	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma				W.G.Saul,1988						V85-65	"B. Chernoff, W. Saul, R. Royero"							Venezuela	Amazonas		"Rio Meta, ca 20 min. upstream from confluence of Rio Orinoco."	-67.613237	6.286175							0	2		"seine, gill net [1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: Bottom mud; vegetation none. See FN. Georef.Remarks: The locality is in Colombia and not in Venezuela."	ANSP161186
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	98176	Colossoma	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma				R.Reis,1988						Z98176	"J. L. Troemner"										Amazon.	0	0										"[1 alc; 0 sk; 0 c&s]"	1					ANSP098176
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	166467	"Colossoma macropomum"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma	macropomum			"M.A. Rodriguez, 1990"						R88-1-11-L2	"M. A. Rodriguez, A. Martinez"							Venezuela	Guarico		"Rio Orinoco Basin: Cabruta; Laguna Larga II."	-66.224883	7.665214										"electrofishing [1 alc; 0 sk; 0 c&s]"	1				"Identif.Remarks: Missing, empty jar in 2014"	ANSP166467
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	170672	"Colossoma macropomum"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma	macropomum			W.G.Saul,1993						Z170672											"Locality unknown."	0	0										"[1 alc; 0 sk; 0 c&s]"	1					ANSP170672
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	198904	"Colossoma macropomum"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma	macropomum			"M.H. Sabaj, 2015"						"VEN 15-00C"	"M.H. Sabaj, M. Bernt, O. Castillo"							Venezuela	Apure		"río Apure, purchased at roadside fish market (Av. Perimetral), San Fernando de Apure."	-67.473611	7.900528										"[2 alc; 0 sk; 0 c&s]"	2				"Identif.Remarks: tissue samples: t4874 (240 mm SL), t4876 (251 mm SL) Location Remarks: coordinates are for bridge at San Fernando de Apure"	ANSP198904
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	119848	"Colossoma nigripinnis"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma	nigripinnis			"J.E.Bohlke, 1969"						HUG68-6-28	"E.J. Hugghins"	1968	06	28		01:01		Colombia			"Leticia Market or Amazon."	-69.950341	-4.221441										"[1 alc; 0 sk; 0 c&s]"	1	H-69-35			"Georef.Remarks: I plotted the locality in the Amazon river at Leticia."	ANSP119848
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	142628	"Colossoma nigripinnis"	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma	nigripinnis			"R.J. Horwitz, 1978"						RH77-11MA	"Richard Horwitz"							Peru	"Madre de Dios"		"Rio Manu; below Boca Pinquen."	-71.016564	-12.181388										"[1 alc; 0 sk; 0 c&s]"	1	"11MAO 1125"			"Identif.Remarks: Head."	ANSP142628
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	136020	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"W.G. Saul, 1976"						BF-24	"J.E. Bohlke, N. Foster, L. Alberto & son."	1969	05	30				Colombia	Meta		"##Rancho El Viento## small embayment in long chain of continuous lagunas draining into Meta."	-72.638511	4.144151										"10-ft bag seine [1 alc; 0 sk; 0 c&s]"	1				"Identif.Remarks: Locality data recorded in error on index card as ##Venezuela: trib rio Guariquito...N.R. Foster, 27 Nov 1966##. Location Remarks: Afternoon. Bottom mud; water muddy; vegetation plants and algae. See FN."	ANSP136020
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	163579	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				W.G.Saul,1989						V87-29	"B. Chernoff, et al."							Venezuela	Amazonas		"Rio Pamoni lagoon ca. 0.5 km from confluence of Rio Casiquiare (lagoon now separated from river but will easily connect during high water)"	-65.90577	2.837192										"30m & 6m seines [5 alc; 0 sk; 0 c&s]"	5				"Location Remarks: water-green; bottom-mud, debris. See FN."	ANSP163579
"2015-09-01 11:20:19-03"	ANSP	ANSP-ICHTHYOLOGY	165459	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				W.G.Saul,1990						SAS89-10	"S. Schaefer, W.G. Saul, F. Provenzano, O. Castillo, Martin Mosco."							Venezuela	Apure		"Flooded savannah ca. 2.0 km S of intersection of Rio Claro and S. Fernando de Apure-Puerto Paez Hwy."	-67.61923	7.127835										"30' bag seine [3 alc; 0 sk; 0 c&s]"	3				"Location Remarks: Bottom mud and clay. Submerged trachyophytes and grasses. See FN."	ANSP165459
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	189575	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"W. Dahdul, 2001"						WM37-BC-7,8	"William C. Morrow"	1937	07	01		01:01		Peru			"Boca Chica, Ucayale River Basin."	-74.971045	-7.596428										"[1 alc; 0 sk; 0 c&s]"	1	"ex. ANSP 73179"			"Georef.Remarks: Boca Chica not found. Polygon covers Rio Ucayali, coordinates placed at center of polygon."	ANSP189575
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	192230	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"M.H. Sabaj, 2012"						"VEN 04-10"	"M.H. Sabaj, N.K. Lujan, D.C. Werneke et al."							Venezuela	Amazonas		"Rio Ventuari (Orinoco Dr.), beach across river from Picua village, 34 km ENE Macuruco, 104 km E San Fernando de Atabapo"	-66.764444	4.115278										"[1 alc; 0 sk; 0 c&s]"	1					ANSP192230
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	192426	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"M.H. Sabaj, 2012"						C-74-B1	"J.N. Baskin, R.R. Rofen, et al."							Colombia	Meta		"río Yucao at río Meta."	0	0										"[1 alc; 0 sk; 0 c&s]"	1					ANSP192426
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	193358	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"M.H. Sabaj, 2013"						"VEN 04-25"	"M.H. Sabaj, N.K. Lujan, D.C. Werneke, L. deSouza"							Venezuela	Amazonas		"Rio Manapiare and mouth of Rio Yutaje (R. Ventuari Dr.), 14 km NW of San Juan de Manapiare."	-66.1125	5.436667										"seines [3 alc; 0 sk; 0 c&s]"	3					ANSP193358
"2015-09-01 11:20:19-03"	ANSP	ANSP-ICHTHYOLOGY	193520	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"M.H. Sabaj, 2013"						"GUY 02-13"	"M. H. Sabaj, J. W. Armbruster, M. R. Thomas etal"							Guyana	"Rupununi (Region 9)"		"Circle W Creek (trib Pirara River, Ireng-Takutu Dr.), 26.6 km SW of Karanambo Ranch."	-59.528611	3.653889										"seine [1 alc; 0 sk; 0 c&s]"	1				"Location Remarks: et al = C.L.Allison, C.J.Chin & D.Arjoon."	ANSP193520
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	194224	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"W.M. Dahdul, 2001"						WD-VEN2001-RC	"W.M. Dahdul"	2001	07	17		01:01		Venezuela	Apure		"rio Cunaviche."	0	0										"[32 alc; 0 sk; 0 c&s]"	32				"Identif.Remarks: tagged specimens: WD-01-67, WD-01-72, WD-01-73."	ANSP194224
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	196823	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"M.H. Sabaj, 2014"						"VEN 04-26"	"M. H. Sabaj, N. K. Lujan, D. C. Werneke, L. deSouza"							Venezuela	Amazonas		"Rio Yutaje (R. Ventuari-Orinoco Dr.), 16 km NW of San Juan de Manapiare."	-66.1175	5.453333										"seine [3 alc; 0 sk; 0 c&s]"	3				"Location Remarks: large shallow lagoon with abundant submerged aquatic vegetation."	ANSP196823
"2015-09-01 11:42:24-03"	ANSP	ANSP-ICHTHYOLOGY	197037	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"M.H. Sabaj, 2014"						"VEN 04-33"	"N.K. Lujan, D.C. Werneke, R. Pajua et al."							Venezuela	Amazonas		"Rio Ventuari (Orinoco Dr.), Raudales Tencua (rapids), 56 km ESE of San Juan de Manapiare."	-65.627222	5.049722										"gill net [10 alc; 0 sk; 0 c&s]"	10				"Location Remarks: bedrock & cobble substrate"	ANSP197037
"2015-09-01 10:34:47-03"	ANSP	ANSP-ICHTHYOLOGY	197741	Metynnis	S	Animalia	Chordata	Actinopteri	Characiformes	Serrasalmidae	Metynnis				"M.H. Sabaj, 2015"						iXIN14-EXP3-69	"M.H. Sabaj Pérez, L.M. Sousa, A.P. Gonçalves, D.B. Fitzgerald, R. Ota, I. Soares, M. Santos, H. Gimênes Jr., J. Tiemann, K.S. Cummings, M.C. Dreher Mansur, L. Rapp Py-Daniel, J.G. Lundberg & fishermen"							Brazil	Pará		"rio Acaraí, trib rio Xingu, vicinity of ranch on left bank, ca. 70 km south-southwest of Porto do Moz."	-52.520333	-2.337										"10 ft seine, dip nets [3 alc; 0 sk; 0 c&s]"	3	"ex. LIA"			"Identif.Remarks: tissue samples: t3853, t3854, t3852 (INPA vouchers); 3 additional specimens at INPA, 1 at LIA; short adipose fin, sides with many dusky spots, dark humeral spot. Location Remarks: Acaraí; iXingu Project (NSF DEB-1257813) Expedition 3, Outing 3."	ANSP197741
